prices,market_caps,total_volumes,label
"[0.61212905 0.60629401 0.55107819 0.53781856 0.56562901 0.57366351
 0.54350454 0.54136981 0.52318888 0.52424661 0.67449269 0.63669262
 0.58620811 0.53364273 0.508578   0.52282696 0.52671054 0.51151241
 0.41637187 0.46510583 0.49162148 0.49962473 0.52319668 0.5321125 ]","[0.59339592 0.59673677 0.5316287  0.53257352 0.55591389 0.56164915
 0.53394017 0.52874604 0.5121424  0.51318313 0.66064323 0.62961167
 0.58012923 0.50611903 0.49785009 0.5113839  0.52583338 0.50123439
 0.45349272 0.4476911  0.47862511 0.48941378 0.51227219 0.51516467]","[0.30837063 0.29983033 0.29451296 0.29251107 0.28180658 0.27878433
 0.27196188 0.26788275 0.24903668 0.25341695 0.29313981 0.31636073
 0.29963553 0.27008478 0.26802797 0.26405611 0.24432505 0.23141475
 0.20707701 0.218805   0.22262277 0.21870371 0.21899566 0.22263064]",1
"[0.60629401 0.55107819 0.53781856 0.56562901 0.57366351 0.54350454
 0.54136981 0.52318888 0.52424661 0.67449269 0.63669262 0.58620811
 0.53364273 0.508578   0.52282696 0.52671054 0.51151241 0.41637187
 0.46510583 0.49162148 0.49962473 0.52319668 0.5321125  0.53924   ]","[0.59673677 0.5316287  0.53257352 0.55591389 0.56164915 0.53394017
 0.52874604 0.5121424  0.51318313 0.66064323 0.62961167 0.58012923
 0.50611903 0.49785009 0.5113839  0.52583338 0.50123439 0.45349272
 0.4476911  0.47862511 0.48941378 0.51227219 0.51516467 0.52842659]","[0.29983033 0.29451296 0.29251107 0.28180658 0.27878433 0.27196188
 0.26788275 0.24903668 0.25341695 0.29313981 0.31636073 0.29963553
 0.27008478 0.26802797 0.26405611 0.24432505 0.23141475 0.20707701
 0.218805   0.22262277 0.21870371 0.21899566 0.22263064 0.23028639]",1
"[0.55107819 0.53781856 0.56562901 0.57366351 0.54350454 0.54136981
 0.52318888 0.52424661 0.67449269 0.63669262 0.58620811 0.53364273
 0.508578   0.52282696 0.52671054 0.51151241 0.41637187 0.46510583
 0.49162148 0.49962473 0.52319668 0.5321125  0.53924    0.54784881]","[0.5316287  0.53257352 0.55591389 0.56164915 0.53394017 0.52874604
 0.5121424  0.51318313 0.66064323 0.62961167 0.58012923 0.50611903
 0.49785009 0.5113839  0.52583338 0.50123439 0.45349272 0.4476911
 0.47862511 0.48941378 0.51227219 0.51516467 0.52842659 0.53404441]","[0.29451296 0.29251107 0.28180658 0.27878433 0.27196188 0.26788275
 0.24903668 0.25341695 0.29313981 0.31636073 0.29963553 0.27008478
 0.26802797 0.26405611 0.24432505 0.23141475 0.20707701 0.218805
 0.22262277 0.21870371 0.21899566 0.22263064 0.23028639 0.23039378]",-1
"[0.53781856 0.56562901 0.57366351 0.54350454 0.54136981 0.52318888
 0.52424661 0.67449269 0.63669262 0.58620811 0.53364273 0.508578
 0.52282696 0.52671054 0.51151241 0.41637187 0.46510583 0.49162148
 0.49962473 0.52319668 0.5321125  0.53924    0.54784881 0.54505326]","[0.53257352 0.55591389 0.56164915 0.53394017 0.52874604 0.5121424
 0.51318313 0.66064323 0.62961167 0.58012923 0.50611903 0.49785009
 0.5113839  0.52583338 0.50123439 0.45349272 0.4476911  0.47862511
 0.48941378 0.51227219 0.51516467 0.52842659 0.53404441 0.53376477]","[0.29251107 0.28180658 0.27878433 0.27196188 0.26788275 0.24903668
 0.25341695 0.29313981 0.31636073 0.29963553 0.27008478 0.26802797
 0.26405611 0.24432505 0.23141475 0.20707701 0.218805   0.22262277
 0.21870371 0.21899566 0.22263064 0.23028639 0.23039378 0.23069773]",1
"[0.56562901 0.57366351 0.54350454 0.54136981 0.52318888 0.52424661
 0.67449269 0.63669262 0.58620811 0.53364273 0.508578   0.52282696
 0.52671054 0.51151241 0.41637187 0.46510583 0.49162148 0.49962473
 0.52319668 0.5321125  0.53924    0.54784881 0.54505326 0.58723843]","[0.55591389 0.56164915 0.53394017 0.52874604 0.5121424  0.51318313
 0.66064323 0.62961167 0.58012923 0.50611903 0.49785009 0.5113839
 0.52583338 0.50123439 0.45349272 0.4476911  0.47862511 0.48941378
 0.51227219 0.51516467 0.52842659 0.53404441 0.53376477 0.58476213]","[0.28180658 0.27878433 0.27196188 0.26788275 0.24903668 0.25341695
 0.29313981 0.31636073 0.29963553 0.27008478 0.26802797 0.26405611
 0.24432505 0.23141475 0.20707701 0.218805   0.22262277 0.21870371
 0.21899566 0.22263064 0.23028639 0.23039378 0.23069773 0.23993266]",-1
"[0.57366351 0.54350454 0.54136981 0.52318888 0.52424661 0.67449269
 0.63669262 0.58620811 0.53364273 0.508578   0.52282696 0.52671054
 0.51151241 0.41637187 0.46510583 0.49162148 0.49962473 0.52319668
 0.5321125  0.53924    0.54784881 0.54505326 0.58723843 0.53898511]","[0.56164915 0.53394017 0.52874604 0.5121424  0.51318313 0.66064323
 0.62961167 0.58012923 0.50611903 0.49785009 0.5113839  0.52583338
 0.50123439 0.45349272 0.4476911  0.47862511 0.48941378 0.51227219
 0.51516467 0.52842659 0.53404441 0.53376477 0.58476213 0.54117941]","[0.27878433 0.27196188 0.26788275 0.24903668 0.25341695 0.29313981
 0.31636073 0.29963553 0.27008478 0.26802797 0.26405611 0.24432505
 0.23141475 0.20707701 0.218805   0.22262277 0.21870371 0.21899566
 0.22263064 0.23028639 0.23039378 0.23069773 0.23993266 0.22701925]",1
"[0.54350454 0.54136981 0.52318888 0.52424661 0.67449269 0.63669262
 0.58620811 0.53364273 0.508578   0.52282696 0.52671054 0.51151241
 0.41637187 0.46510583 0.49162148 0.49962473 0.52319668 0.5321125
 0.53924    0.54784881 0.54505326 0.58723843 0.53898511 0.57724328]","[0.53394017 0.52874604 0.5121424  0.51318313 0.66064323 0.62961167
 0.58012923 0.50611903 0.49785009 0.5113839  0.52583338 0.50123439
 0.45349272 0.4476911  0.47862511 0.48941378 0.51227219 0.51516467
 0.52842659 0.53404441 0.53376477 0.58476213 0.54117941 0.56935308]","[0.27196188 0.26788275 0.24903668 0.25341695 0.29313981 0.31636073
 0.29963553 0.27008478 0.26802797 0.26405611 0.24432505 0.23141475
 0.20707701 0.218805   0.22262277 0.21870371 0.21899566 0.22263064
 0.23028639 0.23039378 0.23069773 0.23993266 0.22701925 0.22315061]",1
"[0.54136981 0.52318888 0.52424661 0.67449269 0.63669262 0.58620811
 0.53364273 0.508578   0.52282696 0.52671054 0.51151241 0.41637187
 0.46510583 0.49162148 0.49962473 0.52319668 0.5321125  0.53924
 0.54784881 0.54505326 0.58723843 0.53898511 0.57724328 0.61760162]","[0.52874604 0.5121424  0.51318313 0.66064323 0.62961167 0.58012923
 0.50611903 0.49785009 0.5113839  0.52583338 0.50123439 0.45349272
 0.4476911  0.47862511 0.48941378 0.51227219 0.51516467 0.52842659
 0.53404441 0.53376477 0.58476213 0.54117941 0.56935308 0.6049898 ]","[0.26788275 0.24903668 0.25341695 0.29313981 0.31636073 0.29963553
 0.27008478 0.26802797 0.26405611 0.24432505 0.23141475 0.20707701
 0.218805   0.22262277 0.21870371 0.21899566 0.22263064 0.23028639
 0.23039378 0.23069773 0.23993266 0.22701925 0.22315061 0.23964366]",-1
"[0.52318888 0.52424661 0.67449269 0.63669262 0.58620811 0.53364273
 0.508578   0.52282696 0.52671054 0.51151241 0.41637187 0.46510583
 0.49162148 0.49962473 0.52319668 0.5321125  0.53924    0.54784881
 0.54505326 0.58723843 0.53898511 0.57724328 0.61760162 0.57955908]","[0.5121424  0.51318313 0.66064323 0.62961167 0.58012923 0.50611903
 0.49785009 0.5113839  0.52583338 0.50123439 0.45349272 0.4476911
 0.47862511 0.48941378 0.51227219 0.51516467 0.52842659 0.53404441
 0.53376477 0.58476213 0.54117941 0.56935308 0.6049898  0.58052735]","[0.24903668 0.25341695 0.29313981 0.31636073 0.29963553 0.27008478
 0.26802797 0.26405611 0.24432505 0.23141475 0.20707701 0.218805
 0.22262277 0.21870371 0.21899566 0.22263064 0.23028639 0.23039378
 0.23069773 0.23993266 0.22701925 0.22315061 0.23964366 0.22954979]",-1
"[0.52424661 0.67449269 0.63669262 0.58620811 0.53364273 0.508578
 0.52282696 0.52671054 0.51151241 0.41637187 0.46510583 0.49162148
 0.49962473 0.52319668 0.5321125  0.53924    0.54784881 0.54505326
 0.58723843 0.53898511 0.57724328 0.61760162 0.57955908 0.55687526]","[0.51318313 0.66064323 0.62961167 0.58012923 0.50611903 0.49785009
 0.5113839  0.52583338 0.50123439 0.45349272 0.4476911  0.47862511
 0.48941378 0.51227219 0.51516467 0.52842659 0.53404441 0.53376477
 0.58476213 0.54117941 0.56935308 0.6049898  0.58052735 0.54123719]","[0.25341695 0.29313981 0.31636073 0.29963553 0.27008478 0.26802797
 0.26405611 0.24432505 0.23141475 0.20707701 0.218805   0.22262277
 0.21870371 0.21899566 0.22263064 0.23028639 0.23039378 0.23069773
 0.23993266 0.22701925 0.22315061 0.23964366 0.22954979 0.23240727]",1
"[0.67449269 0.63669262 0.58620811 0.53364273 0.508578   0.52282696
 0.52671054 0.51151241 0.41637187 0.46510583 0.49162148 0.49962473
 0.52319668 0.5321125  0.53924    0.54784881 0.54505326 0.58723843
 0.53898511 0.57724328 0.61760162 0.57955908 0.55687526 0.59253131]","[0.66064323 0.62961167 0.58012923 0.50611903 0.49785009 0.5113839
 0.52583338 0.50123439 0.45349272 0.4476911  0.47862511 0.48941378
 0.51227219 0.51516467 0.52842659 0.53404441 0.53376477 0.58476213
 0.54117941 0.56935308 0.6049898  0.58052735 0.54123719 0.58041136]","[0.29313981 0.31636073 0.29963553 0.27008478 0.26802797 0.26405611
 0.24432505 0.23141475 0.20707701 0.218805   0.22262277 0.21870371
 0.21899566 0.22263064 0.23028639 0.23039378 0.23069773 0.23993266
 0.22701925 0.22315061 0.23964366 0.22954979 0.23240727 0.23362577]",1
"[0.63669262 0.58620811 0.53364273 0.508578   0.52282696 0.52671054
 0.51151241 0.41637187 0.46510583 0.49162148 0.49962473 0.52319668
 0.5321125  0.53924    0.54784881 0.54505326 0.58723843 0.53898511
 0.57724328 0.61760162 0.57955908 0.55687526 0.59253131 0.59734027]","[0.62961167 0.58012923 0.50611903 0.49785009 0.5113839  0.52583338
 0.50123439 0.45349272 0.4476911  0.47862511 0.48941378 0.51227219
 0.51516467 0.52842659 0.53404441 0.53376477 0.58476213 0.54117941
 0.56935308 0.6049898  0.58052735 0.54123719 0.58041136 0.5851411 ]","[0.31636073 0.29963553 0.27008478 0.26802797 0.26405611 0.24432505
 0.23141475 0.20707701 0.218805   0.22262277 0.21870371 0.21899566
 0.22263064 0.23028639 0.23039378 0.23069773 0.23993266 0.22701925
 0.22315061 0.23964366 0.22954979 0.23240727 0.23362577 0.1959641 ]",-1
"[0.58620811 0.53364273 0.508578   0.52282696 0.52671054 0.51151241
 0.41637187 0.46510583 0.49162148 0.49962473 0.52319668 0.5321125
 0.53924    0.54784881 0.54505326 0.58723843 0.53898511 0.57724328
 0.61760162 0.57955908 0.55687526 0.59253131 0.59734027 0.58784645]","[0.58012923 0.50611903 0.49785009 0.5113839  0.52583338 0.50123439
 0.45349272 0.4476911  0.47862511 0.48941378 0.51227219 0.51516467
 0.52842659 0.53404441 0.53376477 0.58476213 0.54117941 0.56935308
 0.6049898  0.58052735 0.54123719 0.58041136 0.5851411  0.57382476]","[0.29963553 0.27008478 0.26802797 0.26405611 0.24432505 0.23141475
 0.20707701 0.218805   0.22262277 0.21870371 0.21899566 0.22263064
 0.23028639 0.23039378 0.23069773 0.23993266 0.22701925 0.22315061
 0.23964366 0.22954979 0.23240727 0.23362577 0.1959641  0.16904403]",-1
"[0.53364273 0.508578   0.52282696 0.52671054 0.51151241 0.41637187
 0.46510583 0.49162148 0.49962473 0.52319668 0.5321125  0.53924
 0.54784881 0.54505326 0.58723843 0.53898511 0.57724328 0.61760162
 0.57955908 0.55687526 0.59253131 0.59734027 0.58784645 0.55367099]","[0.50611903 0.49785009 0.5113839  0.52583338 0.50123439 0.45349272
 0.4476911  0.47862511 0.48941378 0.51227219 0.51516467 0.52842659
 0.53404441 0.53376477 0.58476213 0.54117941 0.56935308 0.6049898
 0.58052735 0.54123719 0.58041136 0.5851411  0.57382476 0.5423038 ]","[0.27008478 0.26802797 0.26405611 0.24432505 0.23141475 0.20707701
 0.218805   0.22262277 0.21870371 0.21899566 0.22263064 0.23028639
 0.23039378 0.23069773 0.23993266 0.22701925 0.22315061 0.23964366
 0.22954979 0.23240727 0.23362577 0.1959641  0.16904403 0.15526999]",1
"[0.508578   0.52282696 0.52671054 0.51151241 0.41637187 0.46510583
 0.49162148 0.49962473 0.52319668 0.5321125  0.53924    0.54784881
 0.54505326 0.58723843 0.53898511 0.57724328 0.61760162 0.57955908
 0.55687526 0.59253131 0.59734027 0.58784645 0.55367099 0.58977406]","[0.49785009 0.5113839  0.52583338 0.50123439 0.45349272 0.4476911
 0.47862511 0.48941378 0.51227219 0.51516467 0.52842659 0.53404441
 0.53376477 0.58476213 0.54117941 0.56935308 0.6049898  0.58052735
 0.54123719 0.58041136 0.5851411  0.57382476 0.5423038  0.58151094]","[0.26802797 0.26405611 0.24432505 0.23141475 0.20707701 0.218805
 0.22262277 0.21870371 0.21899566 0.22263064 0.23028639 0.23039378
 0.23069773 0.23993266 0.22701925 0.22315061 0.23964366 0.22954979
 0.23240727 0.23362577 0.1959641  0.16904403 0.15526999 0.1485239 ]",1
"[0.52282696 0.52671054 0.51151241 0.41637187 0.46510583 0.49162148
 0.49962473 0.52319668 0.5321125  0.53924    0.54784881 0.54505326
 0.58723843 0.53898511 0.57724328 0.61760162 0.57955908 0.55687526
 0.59253131 0.59734027 0.58784645 0.55367099 0.58977406 0.61144853]","[0.5113839  0.52583338 0.50123439 0.45349272 0.4476911  0.47862511
 0.48941378 0.51227219 0.51516467 0.52842659 0.53404441 0.53376477
 0.58476213 0.54117941 0.56935308 0.6049898  0.58052735 0.54123719
 0.58041136 0.5851411  0.57382476 0.5423038  0.58151094 0.59902883]","[0.26405611 0.24432505 0.23141475 0.20707701 0.218805   0.22262277
 0.21870371 0.21899566 0.22263064 0.23028639 0.23039378 0.23069773
 0.23993266 0.22701925 0.22315061 0.23964366 0.22954979 0.23240727
 0.23362577 0.1959641  0.16904403 0.15526999 0.1485239  0.13258103]",-1
"[0.52671054 0.51151241 0.41637187 0.46510583 0.49162148 0.49962473
 0.52319668 0.5321125  0.53924    0.54784881 0.54505326 0.58723843
 0.53898511 0.57724328 0.61760162 0.57955908 0.55687526 0.59253131
 0.59734027 0.58784645 0.55367099 0.58977406 0.61144853 0.5783004 ]","[0.52583338 0.50123439 0.45349272 0.4476911  0.47862511 0.48941378
 0.51227219 0.51516467 0.52842659 0.53404441 0.53376477 0.58476213
 0.54117941 0.56935308 0.6049898  0.58052735 0.54123719 0.58041136
 0.5851411  0.57382476 0.5423038  0.58151094 0.59902883 0.57870562]","[0.24432505 0.23141475 0.20707701 0.218805   0.22262277 0.21870371
 0.21899566 0.22263064 0.23028639 0.23039378 0.23069773 0.23993266
 0.22701925 0.22315061 0.23964366 0.22954979 0.23240727 0.23362577
 0.1959641  0.16904403 0.15526999 0.1485239  0.13258103 0.12257855]",-1
"[0.51151241 0.41637187 0.46510583 0.49162148 0.49962473 0.52319668
 0.5321125  0.53924    0.54784881 0.54505326 0.58723843 0.53898511
 0.57724328 0.61760162 0.57955908 0.55687526 0.59253131 0.59734027
 0.58784645 0.55367099 0.58977406 0.61144853 0.5783004  0.57363805]","[0.50123439 0.45349272 0.4476911  0.47862511 0.48941378 0.51227219
 0.51516467 0.52842659 0.53404441 0.53376477 0.58476213 0.54117941
 0.56935308 0.6049898  0.58052735 0.54123719 0.58041136 0.5851411
 0.57382476 0.5423038  0.58151094 0.59902883 0.57870562 0.54963323]","[0.23141475 0.20707701 0.218805   0.22262277 0.21870371 0.21899566
 0.22263064 0.23028639 0.23039378 0.23069773 0.23993266 0.22701925
 0.22315061 0.23964366 0.22954979 0.23240727 0.23362577 0.1959641
 0.16904403 0.15526999 0.1485239  0.13258103 0.12257855 0.13139943]",-1
"[0.41637187 0.46510583 0.49162148 0.49962473 0.52319668 0.5321125
 0.53924    0.54784881 0.54505326 0.58723843 0.53898511 0.57724328
 0.61760162 0.57955908 0.55687526 0.59253131 0.59734027 0.58784645
 0.55367099 0.58977406 0.61144853 0.5783004  0.57363805 0.55817671]","[0.45349272 0.4476911  0.47862511 0.48941378 0.51227219 0.51516467
 0.52842659 0.53404441 0.53376477 0.58476213 0.54117941 0.56935308
 0.6049898  0.58052735 0.54123719 0.58041136 0.5851411  0.57382476
 0.5423038  0.58151094 0.59902883 0.57870562 0.54963323 0.54998957]","[0.20707701 0.218805   0.22262277 0.21870371 0.21899566 0.22263064
 0.23028639 0.23039378 0.23069773 0.23993266 0.22701925 0.22315061
 0.23964366 0.22954979 0.23240727 0.23362577 0.1959641  0.16904403
 0.15526999 0.1485239  0.13258103 0.12257855 0.13139943 0.12535403]",1
"[0.46510583 0.49162148 0.49962473 0.52319668 0.5321125  0.53924
 0.54784881 0.54505326 0.58723843 0.53898511 0.57724328 0.61760162
 0.57955908 0.55687526 0.59253131 0.59734027 0.58784645 0.55367099
 0.58977406 0.61144853 0.5783004  0.57363805 0.55817671 0.56493093]","[0.4476911  0.47862511 0.48941378 0.51227219 0.51516467 0.52842659
 0.53404441 0.53376477 0.58476213 0.54117941 0.56935308 0.6049898
 0.58052735 0.54123719 0.58041136 0.5851411  0.57382476 0.5423038
 0.58151094 0.59902883 0.57870562 0.54963323 0.54998957 0.541674  ]","[0.218805   0.22262277 0.21870371 0.21899566 0.22263064 0.23028639
 0.23039378 0.23069773 0.23993266 0.22701925 0.22315061 0.23964366
 0.22954979 0.23240727 0.23362577 0.1959641  0.16904403 0.15526999
 0.1485239  0.13258103 0.12257855 0.13139943 0.12535403 0.11783101]",1
"[0.49162148 0.49962473 0.52319668 0.5321125  0.53924    0.54784881
 0.54505326 0.58723843 0.53898511 0.57724328 0.61760162 0.57955908
 0.55687526 0.59253131 0.59734027 0.58784645 0.55367099 0.58977406
 0.61144853 0.5783004  0.57363805 0.55817671 0.56493093 0.58438322]","[0.47862511 0.48941378 0.51227219 0.51516467 0.52842659 0.53404441
 0.53376477 0.58476213 0.54117941 0.56935308 0.6049898  0.58052735
 0.54123719 0.58041136 0.5851411  0.57382476 0.5423038  0.58151094
 0.59902883 0.57870562 0.54963323 0.54998957 0.541674   0.58126606]","[0.22262277 0.21870371 0.21899566 0.22263064 0.23028639 0.23039378
 0.23069773 0.23993266 0.22701925 0.22315061 0.23964366 0.22954979
 0.23240727 0.23362577 0.1959641  0.16904403 0.15526999 0.1485239
 0.13258103 0.12257855 0.13139943 0.12535403 0.11783101 0.11052894]",1
"[0.49962473 0.52319668 0.5321125  0.53924    0.54784881 0.54505326
 0.58723843 0.53898511 0.57724328 0.61760162 0.57955908 0.55687526
 0.59253131 0.59734027 0.58784645 0.55367099 0.58977406 0.61144853
 0.5783004  0.57363805 0.55817671 0.56493093 0.58438322 0.5883594 ]","[0.48941378 0.51227219 0.51516467 0.52842659 0.53404441 0.53376477
 0.58476213 0.54117941 0.56935308 0.6049898  0.58052735 0.54123719
 0.58041136 0.5851411  0.57382476 0.5423038  0.58151094 0.59902883
 0.57870562 0.54963323 0.54998957 0.541674   0.58126606 0.58274299]","[0.21870371 0.21899566 0.22263064 0.23028639 0.23039378 0.23069773
 0.23993266 0.22701925 0.22315061 0.23964366 0.22954979 0.23240727
 0.23362577 0.1959641  0.16904403 0.15526999 0.1485239  0.13258103
 0.12257855 0.13139943 0.12535403 0.11783101 0.11052894 0.11372426]",-1
"[0.52319668 0.5321125  0.53924    0.54784881 0.54505326 0.58723843
 0.53898511 0.57724328 0.61760162 0.57955908 0.55687526 0.59253131
 0.59734027 0.58784645 0.55367099 0.58977406 0.61144853 0.5783004
 0.57363805 0.55817671 0.56493093 0.58438322 0.5883594  0.57170912]","[0.51227219 0.51516467 0.52842659 0.53404441 0.53376477 0.58476213
 0.54117941 0.56935308 0.6049898  0.58052735 0.54123719 0.58041136
 0.5851411  0.57382476 0.5423038  0.58151094 0.59902883 0.57870562
 0.54963323 0.54998957 0.541674   0.58126606 0.58274299 0.56061382]","[0.21899566 0.22263064 0.23028639 0.23039378 0.23069773 0.23993266
 0.22701925 0.22315061 0.23964366 0.22954979 0.23240727 0.23362577
 0.1959641  0.16904403 0.15526999 0.1485239  0.13258103 0.12257855
 0.13139943 0.12535403 0.11783101 0.11052894 0.11372426 0.11956015]",1
"[0.5321125  0.53924    0.54784881 0.54505326 0.58723843 0.53898511
 0.57724328 0.61760162 0.57955908 0.55687526 0.59253131 0.59734027
 0.58784645 0.55367099 0.58977406 0.61144853 0.5783004  0.57363805
 0.55817671 0.56493093 0.58438322 0.5883594  0.57170912 0.58172641]","[0.51516467 0.52842659 0.53404441 0.53376477 0.58476213 0.54117941
 0.56935308 0.6049898  0.58052735 0.54123719 0.58041136 0.5851411
 0.57382476 0.5423038  0.58151094 0.59902883 0.57870562 0.54963323
 0.54998957 0.541674   0.58126606 0.58274299 0.56061382 0.56992794]","[0.22263064 0.23028639 0.23039378 0.23069773 0.23993266 0.22701925
 0.22315061 0.23964366 0.22954979 0.23240727 0.23362577 0.1959641
 0.16904403 0.15526999 0.1485239  0.13258103 0.12257855 0.13139943
 0.12535403 0.11783101 0.11052894 0.11372426 0.11956015 0.12061106]",-1
"[0.53924    0.54784881 0.54505326 0.58723843 0.53898511 0.57724328
 0.61760162 0.57955908 0.55687526 0.59253131 0.59734027 0.58784645
 0.55367099 0.58977406 0.61144853 0.5783004  0.57363805 0.55817671
 0.56493093 0.58438322 0.5883594  0.57170912 0.58172641 0.55424273]","[0.52842659 0.53404441 0.53376477 0.58476213 0.54117941 0.56935308
 0.6049898  0.58052735 0.54123719 0.58041136 0.5851411  0.57382476
 0.5423038  0.58151094 0.59902883 0.57870562 0.54963323 0.54998957
 0.541674   0.58126606 0.58274299 0.56061382 0.56992794 0.54555604]","[0.23028639 0.23039378 0.23069773 0.23993266 0.22701925 0.22315061
 0.23964366 0.22954979 0.23240727 0.23362577 0.1959641  0.16904403
 0.15526999 0.1485239  0.13258103 0.12257855 0.13139943 0.12535403
 0.11783101 0.11052894 0.11372426 0.11956015 0.12061106 0.09773992]",1
"[0.54784881 0.54505326 0.58723843 0.53898511 0.57724328 0.61760162
 0.57955908 0.55687526 0.59253131 0.59734027 0.58784645 0.55367099
 0.58977406 0.61144853 0.5783004  0.57363805 0.55817671 0.56493093
 0.58438322 0.5883594  0.57170912 0.58172641 0.55424273 0.55655437]","[0.53404441 0.53376477 0.58476213 0.54117941 0.56935308 0.6049898
 0.58052735 0.54123719 0.58041136 0.5851411  0.57382476 0.5423038
 0.58151094 0.59902883 0.57870562 0.54963323 0.54998957 0.541674
 0.58126606 0.58274299 0.56061382 0.56992794 0.54555604 0.5377162 ]","[0.23039378 0.23069773 0.23993266 0.22701925 0.22315061 0.23964366
 0.22954979 0.23240727 0.23362577 0.1959641  0.16904403 0.15526999
 0.1485239  0.13258103 0.12257855 0.13139943 0.12535403 0.11783101
 0.11052894 0.11372426 0.11956015 0.12061106 0.09773992 0.10714599]",1
